,only_gen_code,question,ref_code,test_asserts,gen_code,time
34,"
def find_gcd(x, y):
    result = 1
    for i in range(1, min(x, y) + 1):
        if x % i == 0 and y % i == 0:
            result = i
    return result
",Write a function to find the gcd of the given array elements.,"def find_gcd(x, y): 
	while(y): 
		x, y = y, x % y 
	return x 
def get_gcd(l):
  num1 = l[0]
  num2 = l[1]
  gcd = find_gcd(num1, num2)
  for i in range(2, len(l)):
    gcd = find_gcd(gcd, l[i])
  return gcd","['assert get_gcd([2, 4, 6, 8, 16]) == 2', 'assert get_gcd([1, 2, 3]) == 1', 'assert get_gcd([2, 4, 6, 8]) == 2 ']","Python Function - Write a function to find the gcd of the given array elements.
def find_gcd(x, y):
    result = 1
    for i in range(1, min(x, y) + 1):
        if x % i == 0 and y % i == 0:
            result = i
    return result
",34.76404571533203
35,"
def test_distinct(data):
    result = True
    for i in range(len(data)):
        for j in range(i + 1, len(data)):
            if data[i] == data[j]:
                result = False
                break
    return result
",Write a python function to determine whether all the numbers are different from each other are not.,"def test_distinct(data):
  if len(data) == len(set(data)):
    return True
  else:
    return False;","['assert test_distinct([1,5,7,9]) == True', 'assert test_distinct([2,4,5,5,7,9]) == False', 'assert test_distinct([1,2,3]) == True']","Python Function - Write a python function to determine whether all the numbers are different from each other are not.
def test_distinct(data):
    result = True
    for i in range(len(data)):
        for j in range(i + 1, len(data)):
            if data[i] == data[j]:
                result = False
                break
    return result
",38.459866762161255
36,"
def compute_Last_Digit(A,B):
    result = 0
    for i in range(A,B+1):
        result = (result*i)%10
    return result
",Write a python function to find the last digit when factorial of a divides factorial of b.,"def compute_Last_Digit(A,B): 
    variable = 1
    if (A == B): 
        return 1
    elif ((B - A) >= 5):  
        return 0
    else:   
        for i in range(A + 1,B + 1): 
            variable = (variable * (i % 10)) % 10
        return variable % 10","['assert compute_Last_Digit(2,4) == 2', 'assert compute_Last_Digit(6,8) == 6', 'assert compute_Last_Digit(1,2) == 2']","Python Function - Write a python function to find the last digit when factorial of a divides factorial of b.
def compute_Last_Digit(A,B):
    result = 0
    for i in range(A,B+1):
        result = (result*i)%10
    return result
",24.425971269607544
37,"
def odd_bit_set_number(n):
    result = 0
    for i in range(32):
        if (n & 1):
            result = result | (1 << i)
        n = n >> 1
    return result
",Write a python function to set all odd bits of a given number.,"def odd_bit_set_number(n):
    count = 0;res = 0;temp = n
    while temp > 0:
        if count % 2 == 0:
            res |= (1 << count)
        count += 1
        temp >>= 1
    return (n | res)","['assert odd_bit_set_number(10) == 15', 'assert odd_bit_set_number(20) == 21', 'assert odd_bit_set_number(30) == 31']","Python Function - Write a python function to set all odd bits of a given number.
def odd_bit_set_number(n):
    result = 0
    for i in range(32):
        if (n & 1):
            result = result | (1 << i)
        n = n >> 1
    return result
",32.93183374404907
38,"
def specified_element(nums, N):
    result = []
    for i in range(len(nums)):
        result.append(nums[i][N])
    return result
",Write a function to extract every first or specified element from a given two-dimensional list.,"def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result
    ","['assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],0)==[1, 4, 7]', 'assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],2)==[3, 6, 9]', 'assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],1)==[2,5,1]']","Python Function - Write a function to extract every first or specified element from a given two-dimensional list.
def specified_element(nums, N):
    result = []
    for i in range(len(nums)):
        result.append(nums[i][N])
    return result
",23.52100443840027
39,"
def min_length_list(input_list):
    result = min(input_list, key=len)
    return result
",Write a function to find the list with minimum length using lambda function.,"def min_length_list(input_list):
    min_length = min(len(x) for x in input_list )  
    min_list = min(input_list, key = lambda i: len(i))
    return(min_length, min_list)","['assert min_length_list([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]])==(1, [0])', 'assert min_length_list([[1,2,3,4,5],[1,2,3,4],[1,2,3],[1,2],[1]])==(1,[1])', 'assert min_length_list([[3,4,5],[6,7,8,9],[10,11,12],[1,2]])==(2,[1,2])']","Python Function - Write a function to find the list with minimum length using lambda function.
def min_length_list(input_list):
    result = min(input_list, key=len)
    return result
",12.80072283744812
40,"
def check_equilateral(x,y,z):
    result = False
    if x == y and y == z:
        result = True
    return result
",Write a function to print check if the triangle is equilateral or not.,"def check_equilateral(x,y,z):
  if x == y == z:
	   return True
  else:
     return False","['assert check_equilateral(6,8,12)==False ', 'assert check_equilateral(6,6,12)==False', 'assert check_equilateral(6,6,6)==True']","Python Function - Write a function to print check if the triangle is equilateral or not.
def check_equilateral(x,y,z):
    result = False
    if x == y and y == z:
        result = True
    return result
",17.657999515533447
41,"
def parallelogram_area(b,h):
    result = b*h
    return result
",Write a function to caluclate area of a parallelogram.,"def parallelogram_area(b,h):
  area=b*h
  return area","['assert parallelogram_area(10,20)==200', 'assert parallelogram_area(15,20)==300', 'assert parallelogram_area(8,9)==72']","Python Function - Write a function to caluclate area of a parallelogram.
def parallelogram_area(b,h):
    result = b*h
    return result
",8.192183017730713
42,"
def check_Equality(str):
    result = False
    if str[0] == str[-1]:
        result = True
    return result
",Write a python function to check whether the first and last characters of a given string are equal or not.,"def check_Equality(str):
  if (str[0] == str[-1]):  
    return (""Equal"") 
  else:  
    return (""Not Equal"") ","['assert check_Equality(""abcda"") == ""Equal""', 'assert check_Equality(""ab"") == ""Not Equal""', 'assert check_Equality(""mad"") == ""Not Equal""']","Python Function - Write a python function to check whether the first and last characters of a given string are equal or not.
def check_Equality(str):
    result = False
    if str[0] == str[-1]:
        result = True
    return result
",18.153684854507446
43,"
def counting_sort(my_list):
    result = [0] * len(my_list)
    count = [0] * 100
    for i in my_list:
        count[i] += 1
    for i in range(1, 100):
        count[i] += count[i - 1]
    for i in range(len(my_list) - 1, -1, -1):
        result[count[my_list[i]] - 1] = my_list[i]
        count[my_list[i]]
    return result
",Write a function to sort the given array by using counting sort.,"def counting_sort(my_list):
    max_value = 0
    for i in range(len(my_list)):
        if my_list[i] > max_value:
            max_value = my_list[i]
    buckets = [0] * (max_value + 1)
    for i in my_list:
        buckets[i] += 1
    i = 0
    for j in range(max_value + 1):
         for a in range(buckets[j]):
             my_list[i] = j
             i += 1
    return my_list","['assert counting_sort([1,23,4,5,6,7,8]) == [1, 4, 5, 6, 7, 8, 23]', 'assert counting_sort([12, 9, 28, 33, 69, 45]) == [9, 12, 28, 33, 45, 69]', 'assert counting_sort([8, 4, 14, 3, 2, 1]) == [1, 2, 3, 4, 8, 14]']","Python Function - Write a function to sort the given array by using counting sort.
def counting_sort(my_list):
    result = [0] * len(my_list)
    count = [0] * 100
    for i in my_list:
        count[i] += 1
    for i in range(1, 100):
        count[i] += count[i - 1]
    for i in range(len(my_list) - 1, -1, -1):
        result[count[my_list[i]] - 1] = my_list[i]
        count[my_list[i]]
    return result
",88.48230528831482
44,"
import math
def tn_gp(a,n,r):
    result = a*(1-r**n)/(1-r)
    return result
",Write a function to find t-nth term of geometric series.,"import math
def tn_gp(a,n,r):
  tn = a * (math.pow(r, n - 1))
  return tn","['assert tn_gp(1,5,2)==16', 'assert tn_gp(1,5,4)==256', 'assert tn_gp(2,6,3)==486']","Python Function - Write a function to find t-nth term of geometric series.
import math
def tn_gp(a,n,r):
    result = a*(1-r**n)/(1-r)
    return result
",15.684559345245361
45,"
def rev(num):
    result = 0
    while num > 0:
        result = result * 10 + num % 10
        num = num // 10
    return result
",Write a python function to check if a given number is one less than twice its reverse.,"def rev(num):    
    rev_num = 0
    while (num > 0):  
        rev_num = (rev_num * 10 + num % 10) 
        num = num // 10  
    return rev_num  
def check(n):    
    return (2 * rev(n) == n + 1)  ","['assert check(70) == False', 'assert check(23) == False', 'assert check(73) == True']","Python Function - Write a python function to check if a given number is one less than twice its reverse.
def rev(num):
    result = 0
    while num > 0:
        result = result * 10 + num % 10
        num = num // 10
    return result
",28.72765040397644
46,"
def find_Max_Num(arr,n) :
    result = 0
    for i in range(n) :
        for j in range(i+1,n) :
            for k in range(j+1,n) :
                for l in range(k+1,n) :
                    if arr[i] > arr[j] and arr[j] > arr[k] and arr[k] > arr[l] :
                        result = max(result,arr[i]*arr[j]*arr[k]*arr[l])
    return result
",Write a python function to find the largest number that can be formed with the given digits.,"def find_Max_Num(arr,n) : 
    arr.sort(reverse = True) 
    num = arr[0] 
    for i in range(1,n) : 
        num = num * 10 + arr[i] 
    return num ","['assert find_Max_Num([1,2,3],3) == 321', 'assert find_Max_Num([4,5,6,1],4) == 6541', 'assert find_Max_Num([1,2,3,9],4) == 9321']","Python Function - Write a python function to find the largest number that can be formed with the given digits.
def find_Max_Num(arr,n) :
    result = 0
    for i in range(n) :
        for j in range(i+1,n) :
            for k in range(j+1,n) :
                for l in range(k+1,n) :
                    if arr[i] > arr[j] and arr[j] > arr[k] and arr[k] > arr[l] :
                        result = max(result,arr[i]*arr[j]*arr[k]*arr[l])
    return result
",83.06800031661987
47,"
def opposite_Signs(x,y):
    result = False
    if (x<0 and y>0) or (x>0 and y<0):
        result = True
    return result
",Write a python function to check whether the given two integers have opposite sign or not.,"def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ","['assert opposite_Signs(1,-2) == True', 'assert opposite_Signs(3,2) == False', 'assert opposite_Signs(-10,-10) == False']","Python Function - Write a python function to check whether the given two integers have opposite sign or not.
def opposite_Signs(x,y):
    result = False
    if (x<0 and y>0) or (x>0 and y<0):
        result = True
    return result
",24.813571453094482
48,"
def is_octagonal(n):
    result = False
    if n > 0:
        result = (n * (3 * n - 2)) == (n * (n + 1))
    return result


# Python Function - Write a function to find the nth hexagonal number.
def is_hexagonal(n):
    result = False
    if n > 0:
        result = (n * (2 * n - 1)) == (n * (n + 1))
    return result
",Write a function to find the nth octagonal number.,"def is_octagonal(n): 
	return 3 * n * n - 2 * n ","['assert is_octagonal(5) == 65', 'assert is_octagonal(10) == 280', 'assert is_octagonal(15) == 645']","Python Function - Write a function to find the nth octagonal number.
def is_octagonal(n):
    result = False
    if n > 0:
        result = (n * (3 * n - 2)) == (n * (n + 1))
    return result


# Python Function - Write a function to find the nth hexagonal number.
def is_hexagonal(n):
    result = False
    if n > 0:
        result = (n * (2 * n - 1)) == (n * (n + 1))
    return result
",77.80231142044067
49,"
def max_len_sub( arr, n):
    result = 0
    for i in range(n):
        count = 1
        for j in range(i+1, n):
            if arr[j] - arr[i] == 1:
                count += 1
            else:
                break
        result = max(result, count)
    return result
",Write a function to find the maximum length of the subsequence with difference between adjacent elements for the given array.,"def max_len_sub( arr, n): 
	mls=[] 
	max = 0
	for i in range(n): 
		mls.append(1) 
	for i in range(n): 
		for j in range(i): 
			if (abs(arr[i] - arr[j]) <= 1 and mls[i] < mls[j] + 1): 
				mls[i] = mls[j] + 1
	for i in range(n): 
		if (max < mls[i]): 
			max = mls[i] 
	return max","['assert max_len_sub([2, 5, 6, 3, 7, 6, 5, 8], 8) == 5', 'assert max_len_sub([-2, -1, 5, -1, 4, 0, 3], 7) == 4', 'assert max_len_sub([9, 11, 13, 15, 18], 5) == 1']","Python Function - Write a function to find the maximum length of the subsequence with difference between adjacent elements for the given array.
def max_len_sub( arr, n):
    result = 0
    for i in range(n):
        count = 1
        for j in range(i+1, n):
            if arr[j] - arr[i] == 1:
                count += 1
            else:
                break
        result = max(result, count)
    return result
",52.90565037727356
